Date,Test date,WRRF Name,WRRF Abbreviation,Concentration SARS-CoV-2 gene target (N1 Copies/L) ,Per capita SARS-CoV-2 load (N1 copies per day per population),Annotation,"Population Served, estimated ",Event
2021-04-18,04/19/2021,Newtown Creek,NC,4299.0,2307645.87,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473,High_Schools_Reopen
2021-04-18,04/19/2021,North River,NR,4001.0,2069456.39,,658596,High_Schools_Reopen
2021-04-18,04/19/2021,Oakwood Beach,OB,8791.0,3704167.21,,258731,High_Schools_Reopen
2021-04-18,04/19/2021,Owls Head,OH,14782.0,5123739.85,,906442,High_Schools_Reopen
2021-04-18,04/19/2021,Port Richmond,PR,10112.0,4738953.05,,226167,High_Schools_Reopen
2021-04-18,04/19/2021,Red Hook,RH,3996.0,1553103.43,,224029,High_Schools_Reopen
2021-04-18,04/19/2021,Rockaway,RK,2780.0,1658725.42,,120539,High_Schools_Reopen
2021-04-18,04/19/2021,Tallman Island,TI,5832.0,3091427.55,,449907,High_Schools_Reopen
2021-04-18,04/19/2021,Wards Island,WI,7966.0,4316746.34,,1201485,High_Schools_Reopen
2021-04-25,04/26/2021,26th Ward,26W,4247.0,3596200.14,This sample was analyzed in duplicate. The higher of the 2 results is reported,290608,High_Schools_Reopen
2021-04-25,04/26/2021,Bowery Bay,BB,3344.0,2025793.3,,924695,High_Schools_Reopen
2021-04-25,04/26/2021,Coney Island,CI,6364.0,3071391.22,,682342,High_Schools_Reopen
2021-04-25,04/26/2021,Hunts Point,HP,3597.0,3097799.58,,755948,High_Schools_Reopen
2021-04-25,04/26/2021,Jamaica Bay,JA,6417.0,3049564.69,,748737,High_Schools_Reopen
2021-04-25,04/26/2021,Newtown Creek,NC,2527.0,2010363.02,,1156473,High_Schools_Reopen
2021-04-25,04/26/2021,North River,NR,2559.0,1735796.48,,658596,High_Schools_Reopen
2021-04-25,04/26/2021,Oakwood Beach,OB,14481.0,6398375.62,,258731,High_Schools_Reopen
2021-04-25,04/26/2021,Owls Head,OH,8495.0,3725002.54,,906442,High_Schools_Reopen
2021-04-25,04/26/2021,Port Richmond,PR,4903.0,2872223.58,,226167,High_Schools_Reopen
2021-04-25,04/26/2021,Red Hook,RH,1143.0,675798.15,,224029,High_Schools_Reopen
2021-04-25,04/26/2021,Rockaway,RK,4863.0,2901869.76,,120539,High_Schools_Reopen
2021-04-25,04/26/2021,Tallman Island,TI,3185.0,2116937.21,,449907,High_Schools_Reopen
2021-04-25,04/26/2021,Wards Island,WI,2879.0,2258786.73,,1201485,High_Schools_Reopen
2021-04-27,04/28/2021,26th Ward,26W,11283.0,6907768.76,,290608,High_Schools_Reopen
2021-04-27,04/28/2021,Bowery Bay,BB,4685.0,1687756.22,,924695,High_Schools_Reopen
2021-04-27,04/28/2021,Coney Island,CI,6701.0,2713812.38,,682342,High_Schools_Reopen
2021-04-27,04/28/2021,Hunts Point,HP,2688.0,1615486.46,,755948,High_Schools_Reopen
2021-04-27,04/28/2021,Jamaica Bay,JA,8131.0,3124308.58,,748737,High_Schools_Reopen
2021-04-27,04/28/2021,Newtown Creek,NC,3270.0,1776885.53,,1156473,High_Schools_Reopen
2021-04-27,04/28/2021,North River,NR,2170.0,1147229.76,,658596,High_Schools_Reopen
2021-04-27,04/28/2021,Oakwood Beach,OB,14031.0,5563112.51,,258731,High_Schools_Reopen
2021-04-27,04/28/2021,Owls Head,OH,19811.0,7197768.76,,906442,High_Schools_Reopen
2021-04-27,04/28/2021,Port Richmond,PR,4868.0,2036772.63,,226167,High_Schools_Reopen
2021-04-27,04/28/2021,Red Hook,RH,1541.0,598732.09,,224029,High_Schools_Reopen
2021-04-27,04/28/2021,Rockaway,RK,6182.0,3688369.86,This sample was analyzed in duplicate. The higher of the 2 results is reported,120539,High_Schools_Reopen
2021-04-27,04/28/2021,Tallman Island,TI,6568.0,2762932.17,,449907,High_Schools_Reopen
2021-04-27,04/28/2021,Wards Island,WI,5493.0,2907238.05,,1201485,High_Schools_Reopen
2021-05-02,05/03/2021,26th Ward,26W,2216.0,1270023.2,,290608,High_Schools_Reopen
2021-05-02,05/03/2021,Bowery Bay,BB,5190.0,1784757.22,,924695,High_Schools_Reopen
2021-05-02,05/03/2021,Coney Island,CI,3528.0,1487597.9,,682342,High_Schools_Reopen
2021-05-02,05/03/2021,Hunts Point,HP,3519.0,2167732.44,,755948,High_Schools_Reopen
2021-05-02,05/03/2021,Jamaica Bay,JA,2779.0,1067730.37,,748737,High_Schools_Reopen
2021-05-02,05/03/2021,Newtown Creek,NC,11537.0,6042152.23,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473,High_Schools_Reopen
2021-05-02,05/03/2021,North River,NR,2034.0,1087170.05,,658596,High_Schools_Reopen
2021-05-02,05/03/2021,Oakwood Beach,OB,9747.0,3779039.99,,258731,High_Schools_Reopen
2021-05-02,05/03/2021,Owls Head,OH,4245.0,1471273.16,,906442,High_Schools_Reopen
2021-05-02,05/03/2021,Port Richmond,PR,7026.0,2939786.07,,226167,High_Schools_Reopen
2021-05-02,05/03/2021,Red Hook,RH,3418.0,1270699.08,,224029,High_Schools_Reopen
2021-05-02,05/03/2021,Rockaway,RK,8489.0,4798661.16,,120539,High_Schools_Reopen
2021-05-02,05/03/2021,Tallman Island,TI,3140.0,1320803.19,,449907,High_Schools_Reopen
2021-05-02,05/03/2021,Wards Island,WI,6211.0,2700646.3,,1201485,High_Schools_Reopen
2021-05-09,05/10/2021,26th Ward,26W,5093.0,4378554.12,,290608,High_Schools_Reopen
2021-05-09,05/10/2021,Bowery Bay,BB,2060.0,1248148.49,,924695,High_Schools_Reopen
2021-05-09,05/10/2021,Coney Island,CI,4400.0,2172663.8,,682342,High_Schools_Reopen
2021-05-09,05/10/2021,Hunts Point,HP,1791.0,1560369.7,,755948,High_Schools_Reopen
2021-05-09,05/10/2021,Jamaica Bay,JA,2421.0,1174906.3,,748737,High_Schools_Reopen
2021-05-09,05/10/2021,Newtown Creek,NC,1698.0,1367560.67,,1156473,High_Schools_Reopen
2021-05-09,05/10/2021,North River,NR,2390.0,1648660.76,,658596,High_Schools_Reopen
2021-05-09,05/10/2021,Oakwood Beach,OB,9176.0,3906896.04,,258731,High_Schools_Reopen
2021-05-09,05/10/2021,Owls Head,OH,4469.0,2295621.48,,906442,High_Schools_Reopen
2021-05-09,05/10/2021,Port Richmond,PR,2686.0,1618281.24,,226167,High_Schools_Reopen
2021-05-09,05/10/2021,Red Hook,RH,1337.0,813296.86,This sample was analyzed in duplicate. The higher of the 2 results is reported,224029,High_Schools_Reopen
2021-05-09,05/10/2021,Rockaway,RK,1026.0,612155.54,,120539,High_Schools_Reopen
2021-05-09,05/10/2021,Tallman Island,TI,2147.0,1246530.24,,449907,High_Schools_Reopen
2021-05-09,05/10/2021,Wards Island,WI,2790.0,2101172.83,,1201485,High_Schools_Reopen
2021-05-11,05/12/2021,26th Ward,26W,2333.0,1367700.16,,290608,High_Schools_Reopen
2021-05-11,05/12/2021,Bowery Bay,BB,2343.0,796233.71,,924695,High_Schools_Reopen
2021-05-11,05/12/2021,Coney Island,CI,3537.0,1432506.61,,682342,High_Schools_Reopen
2021-05-11,05/12/2021,Hunts Point,HP,1979.0,1179543.13,,755948,High_Schools_Reopen
2021-05-11,05/12/2021,Jamaica Bay,JA,1557.0,590472.31,,748737,High_Schools_Reopen
2021-05-11,05/12/2021,Newtown Creek,NC,1279.0,690837.56,,1156473,High_Schools_Reopen
2021-05-11,05/12/2021,North River,NR,1319.0,682247.55,,658596,High_Schools_Reopen
2021-05-11,05/12/2021,Oakwood Beach,OB,5004.0,1954646.02,This sample was analyzed in duplicate. The higher of the 2 results is reported,258731,High_Schools_Reopen
2021-05-11,05/12/2021,Owls Head,OH,3311.0,1133867.79,,906442,High_Schools_Reopen
2021-05-11,05/12/2021,Port Richmond,PR,1619.0,650219.25,,226167,High_Schools_Reopen
2021-05-11,05/12/2021,Red Hook,RH,1704.0,633413.41,,224029,High_Schools_Reopen
2021-05-11,05/12/2021,Rockaway,RK,2172.0,1227543.94,,120539,High_Schools_Reopen
2021-05-11,05/12/2021,Tallman Island,TI,1457.0,698557.25,,449907,High_Schools_Reopen
2021-05-11,05/12/2021,Wards Island,WI,2393.0,1304515.89,,1201485,High_Schools_Reopen
2021-05-16,05/17/2021,26th Ward,26W,1906.0,1092307.38,,290608,High_Schools_Reopen
2021-05-16,05/17/2021,Bowery Bay,BB,1427.0,496493.26,,924695,High_Schools_Reopen
2021-05-16,05/17/2021,Coney Island,CI,2473.0,1015163.65,,682342,High_Schools_Reopen
2021-05-16,05/17/2021,Hunts Point,HP,1283.0,693611.33,,755948,High_Schools_Reopen
2021-05-16,05/17/2021,Jamaica Bay,JA,3534.0,1340107.44,,748737,High_Schools_Reopen
2021-05-16,05/17/2021,Newtown Creek,NC,1593.0,834145.1,This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473,High_Schools_Reopen
2021-05-16,05/17/2021,North River,NR,862.0,431199.84,,658596,High_Schools_Reopen
2021-05-16,05/17/2021,Oakwood Beach,OB,3507.0,1298191.45,,258731,High_Schools_Reopen
2021-05-16,05/17/2021,Owls Head,OH,5167.0,1747889.57,,906442,High_Schools_Reopen
2021-05-16,05/17/2021,Port Richmond,PR,1288.0,495675.29,,226167,High_Schools_Reopen
2021-05-16,05/17/2021,Red Hook,RH,682.0,241939.54,,224029,High_Schools_Reopen
2021-05-16,05/17/2021,Rockaway,RK,1077.0,642363.5,,120539,High_Schools_Reopen
2021-05-16,05/17/2021,Tallman Island,TI,2549.0,1050767.93,,449907,High_Schools_Reopen
2021-05-16,05/17/2021,Wards Island,WI,3656.0,1796842.78,,1201485,High_Schools_Reopen
2021-05-18,05/19/2021,26th Ward,26W,1835.0,1027801.91,,290608,High_Schools_Reopen
2021-05-18,05/19/2021,Bowery Bay,BB,4553.0,1584224.97,,924695,High_Schools_Reopen
2021-05-18,05/19/2021,Coney Island,CI,4286.0,1735649.2,,682342,High_Schools_Reopen
2021-05-18,05/19/2021,Hunts Point,HP,1699.0,935908.76,,755948,High_Schools_Reopen
2021-05-18,05/19/2021,Jamaica Bay,JA,3461.0,1294929.59,,748737,High_Schools_Reopen
2021-05-18,05/19/2021,Newtown Creek,NC,3846.0,2064783.39,,1156473,High_Schools_Reopen
2021-05-18,05/19/2021,North River,NR,1245.0,629686.69,,658596,High_Schools_Reopen
2021-05-18,05/19/2021,Oakwood Beach,OB,5970.0,2131280.22,,258731,High_Schools_Reopen
2021-05-18,05/19/2021,Owls Head,OH,5161.0,1831935.43,,906442,High_Schools_Reopen
2021-05-18,05/19/2021,Port Richmond,PR,1597.0,614711.71,This sample was analyzed in duplicate. The higher of the 2 results is reported,226167,High_Schools_Reopen
2021-05-18,05/19/2021,Red Hook,RH,1106.0,392397.81,,224029,High_Schools_Reopen
2021-05-18,05/19/2021,Rockaway,RK,358.0,191158.87,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539,High_Schools_Reopen
2021-05-18,05/19/2021,Tallman Island,TI,1536.0,633080.98,,449907,High_Schools_Reopen
2021-05-18,05/19/2021,Wards Island,WI,1626.0,814675.84,,1201485,High_Schools_Reopen
2021-05-23,05/24/2021,26th Ward,26W,8284.0,4855692.95,,290608,High_Schools_Reopen
2021-05-23,05/24/2021,Bowery Bay,BB,2438.0,858271.19,,924695,High_Schools_Reopen
2021-05-23,05/24/2021,Coney Island,CI,1796.0,677365.16,,682342,High_Schools_Reopen
2021-05-23,05/24/2021,Hunts Point,HP,747.0,441388.5,,755948,High_Schools_Reopen
2021-05-23,05/24/2021,Jamaica Bay,JA,508.0,189892.94,Concentration below Method Limit of Quantification (above Method Limit of Detection),748737,High_Schools_Reopen
2021-05-23,05/24/2021,Newtown Creek,NC,772.0,409344.76,,1156473,High_Schools_Reopen
2021-05-23,05/24/2021,North River,NR,664.0,328412.61,,658596,High_Schools_Reopen
2021-05-23,05/24/2021,Oakwood Beach,OB,12070.0,4432574.65,,258731,High_Schools_Reopen
2021-05-23,05/24/2021,Owls Head,OH,1574.0,552241.96,,906442,High_Schools_Reopen
2021-05-23,05/24/2021,Port Richmond,PR,3922.0,1575361.83,,226167,High_Schools_Reopen
2021-05-23,05/24/2021,Red Hook,RH,576.0,204423.92,Concentration below Method Limit of Quantification (above Method Limit of Detection),224029,High_Schools_Reopen
2021-05-23,05/24/2021,Rockaway,RK,2003.0,1069573.06,This sample was analyzed in duplicate. The higher of the 2 results is reported,120539,High_Schools_Reopen
2021-05-23,05/24/2021,Tallman Island,TI,648.0,272808.93,,449907,High_Schools_Reopen
2021-05-23,05/24/2021,Wards Island,WI,1017.0,560596.24,,1201485,High_Schools_Reopen
2021-05-25,05/26/2021,26th Ward,26W,964.0,540034.75,,290608,Remote Learning Ended
2021-05-25,05/26/2021,Bowery Bay,BB,1508.0,524641.0,,924695,Remote Learning Ended
2021-05-25,05/26/2021,Coney Island,CI,1002.0,411402.42,,682342,Remote Learning Ended
2021-05-25,05/26/2021,Hunts Point,HP,1323.0,689113.58,,755948,Remote Learning Ended
2021-05-25,05/26/2021,Jamaica Bay,JA,994.0,366926.99,,748737,Remote Learning Ended
2021-05-25,05/26/2021,Newtown Creek,NC,1252.0,688204.84,,1156473,Remote Learning Ended
2021-05-25,05/26/2021,North River,NR,737.0,393748.79,,658596,Remote Learning Ended
2021-05-25,05/26/2021,Oakwood Beach,OB,11969.0,5148411.08,,258731,Remote Learning Ended
2021-05-25,05/26/2021,Owls Head,OH,1558.0,598557.31,,906442,Remote Learning Ended
2021-05-25,05/26/2021,Port Richmond,PR,932.0,343090.9,,226167,Remote Learning Ended
2021-05-25,05/26/2021,Red Hook,RH,681.0,253058.49,,224029,Remote Learning Ended
2021-05-25,05/26/2021,Rockaway,RK,3406.0,1818164.54,,120539,Remote Learning Ended
2021-05-25,05/26/2021,Tallman Island,TI,1356.0,559130.09,,449907,Remote Learning Ended
2021-05-25,05/26/2021,Wards Island,WI,1527.0,779433.55,This sample was analyzed in duplicate. The higher of the 2 results is reported,1201485,Remote Learning Ended
2021-05-30,05/31/2021,26th Ward,26W,243.0,313037.93,Concentration below Method Limit of Quantification (above Method Limit of Detection),290608,Remote Learning Ended
2021-05-30,05/31/2021,Bowery Bay,BB,208.0,185746.37,Concentration below Method Limit of Quantification (above Method Limit of Detection),924695,Remote Learning Ended
2021-05-30,05/31/2021,Coney Island,CI,652.0,495195.34,,682342,Remote Learning Ended
2021-05-30,05/31/2021,Hunts Point,HP,359.0,427830.04,Concentration below Method Limit of Quantification (above Method Limit of Detection),755948,Remote Learning Ended
2021-05-30,05/31/2021,Jamaica Bay,JA,821.0,510310.77,This sample was analyzed in duplicate. The higher of the 2 results is reported,748737,Remote Learning Ended
2021-05-30,05/31/2021,Newtown Creek,NC,406.0,488642.71,Concentration below Method Limit of Quantification (above Method Limit of Detection),1156473,Remote Learning Ended
2021-05-30,05/31/2021,North River,NR,526.0,511016.31,Concentration below Method Limit of Quantification (above Method Limit of Detection),658596,Remote Learning Ended
2021-05-30,05/31/2021,Oakwood Beach,OB,983.0,587994.23,,258731,Remote Learning Ended
2021-05-30,05/31/2021,Owls Head,OH,1379.0,806066.16,,906442,Remote Learning Ended
2021-05-30,05/31/2021,Port Richmond,PR,262.0,271610.95,Concentration below Method Limit of Quantification (above Method Limit of Detection),226167,Remote Learning Ended
2021-05-30,05/31/2021,Red Hook,RH,419.0,346776.47,Concentration below Method Limit of Quantification (above Method Limit of Detection),224029,Remote Learning Ended
2021-05-30,05/31/2021,Rockaway,RK,526.0,412916.51,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539,Remote Learning Ended
2021-05-30,05/31/2021,Tallman Island,TI,885.0,729627.56,,449907,Remote Learning Ended
2021-05-30,05/31/2021,Wards Island,WI,432.0,406053.54,Concentration below Method Limit of Quantification (above Method Limit of Detection),1201485,Remote Learning Ended
2021-06-01,06/02/2021,26th Ward,26W,1102.0,645657.8,,290608,Remote Learning Ended
2021-06-01,06/02/2021,Bowery Bay,BB,728.0,262187.88,,924695,Remote Learning Ended
2021-06-01,06/02/2021,Coney Island,CI,616.0,232340.76,,682342,Remote Learning Ended
2021-06-01,06/02/2021,Hunts Point,HP,342.0,200632.71,Concentration below Method Limit of Quantification (above Method Limit of Detection),755948,Remote Learning Ended
2021-06-01,06/02/2021,Jamaica Bay,JA,,,Concentration below Method Limit of Detection,748737,Remote Learning Ended
2021-06-01,06/02/2021,Newtown Creek,NC,298.0,162803.93,Concentration below Method Limit of Quantification (above Method Limit of Detection),1156473,Remote Learning Ended
2021-06-01,06/02/2021,North River,NR,236.0,124859.39,Concentration below Method Limit of Quantification (above Method Limit of Detection),658596,Remote Learning Ended
2021-06-01,06/02/2021,Oakwood Beach,OB,9973.0,4143887.45,,258731,Remote Learning Ended
2021-06-01,06/02/2021,Owls Head,OH,2686.0,1009610.74,This sample was analyzed in duplicate. The higher of the 2 results is reported,906442,Remote Learning Ended
2021-06-01,06/02/2021,Port Richmond,PR,211.0,91739.07,Concentration below Method Limit of Quantification (above Method Limit of Detection),226167,Remote Learning Ended
2021-06-01,06/02/2021,Red Hook,RH,2446.0,950605.65,,224029,Remote Learning Ended
2021-06-01,06/02/2021,Rockaway,RK,737.0,486283.45,,120539,Remote Learning Ended
2021-06-01,06/02/2021,Tallman Island,TI,,,Concentration below Method Limit of Detection,449907,Remote Learning Ended
2021-06-01,06/02/2021,Wards Island,WI,1570.0,825830.29,,1201485,Remote Learning Ended
2021-06-06,06/07/2021,26th Ward,26W,552.0,330935.81,Concentration below Method Limit of Quantification (above Method Limit of Detection),290608,Remote Learning Ended
2021-06-06,06/07/2021,Bowery Bay,BB,617.0,232220.69,,924695,Remote Learning Ended
2021-06-06,06/07/2021,Coney Island,CI,841.0,340680.54,,682342,Remote Learning Ended
2021-06-06,06/07/2021,Hunts Point,HP,670.0,439401.06,,755948,Remote Learning Ended
2021-06-06,06/07/2021,Jamaica Bay,JA,790.0,307549.17,,748737,Remote Learning Ended
2021-06-06,06/07/2021,Newtown Creek,NC,557.0,309884.55,Concentration below Method Limit of Quantification (above Method Limit of Detection),1156473,Remote Learning Ended
2021-06-06,06/07/2021,North River,NR,898.0,500630.53,,658596,Remote Learning Ended
2021-06-06,06/07/2021,Oakwood Beach,OB,3586.0,1500328.82,This sample was analyzed in duplicate. The higher of the 2 results is reported,258731,Remote Learning Ended
2021-06-06,06/07/2021,Owls Head,OH,1623.0,569434.97,,906442,Remote Learning Ended
2021-06-06,06/07/2021,Port Richmond,PR,1097.0,734484.2,,226167,Remote Learning Ended
2021-06-06,06/07/2021,Red Hook,RH,,,"Concentration below Method Limit of Detection - No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",224029,Remote Learning Ended
2021-06-06,06/07/2021,Rockaway,RK,550.0,362516.5,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539,Remote Learning Ended
2021-06-06,06/07/2021,Tallman Island,TI,1451.0,744893.68,,449907,Remote Learning Ended
2021-06-06,06/07/2021,Wards Island,WI,1184.0,824260.53,"No signal in 1 out of 3 RT-qPCR wells, result is obtained by averaging signal from the two remaining RT-qPCR wells",1201485,Remote Learning Ended
2021-06-08,06/09/2021,26th Ward,26W,279.0,298046.5,Concentration below Method Limit of Quantification (above Method Limit of Detection),290608,Remote Learning Ended
2021-06-08,06/09/2021,Bowery Bay,BB,2298.0,1307803.5,,924695,Remote Learning Ended
2021-06-08,06/09/2021,Coney Island,CI,1090.0,816492.77,,682342,Remote Learning Ended
2021-06-08,06/09/2021,Hunts Point,HP,371.0,326575.32,Concentration below Method Limit of Quantification (above Method Limit of Detection),755948,Remote Learning Ended
2021-06-08,06/09/2021,Jamaica Bay,JA,415.0,188951.76,Concentration below Method Limit of Quantification (above Method Limit of Detection),748737,Remote Learning Ended
2021-06-08,06/09/2021,Newtown Creek,NC,,,Concentration below Method Limit of Detection,1156473,Remote Learning Ended
2021-06-08,06/09/2021,North River,NR,933.0,740370.99,,658596,Remote Learning Ended
2021-06-08,06/09/2021,Oakwood Beach,OB,2992.0,1453309.35,,258731,Remote Learning Ended
2021-06-08,06/09/2021,Owls Head,OH,3161.0,1451941.7,,906442,Remote Learning Ended
2021-06-08,06/09/2021,Port Richmond,PR,595.0,518021.6,,226167,Remote Learning Ended
2021-06-08,06/09/2021,Red Hook,RH,,,Concentration below Method Limit of Detection,224029,Remote Learning Ended
2021-06-08,06/09/2021,Rockaway,RK,458.0,301985.96,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539,Remote Learning Ended
2021-06-08,06/09/2021,Tallman Island,TI,311.0,182891.78,Concentration below Method Limit of Quantification (above Method Limit of Detection),449907,Remote Learning Ended
2021-06-08,06/09/2021,Wards Island,WI,357.0,299076.59,Concentration below Method Limit of Quantification (above Method Limit of Detection) - This sample was analyzed in duplicate. The higher of the 2 results is reported,1201485,Remote Learning Ended
2021-06-13,06/14/2021,26th Ward,26W,584.0,350212.16,Concentration below Method Limit of Quantification (above Method Limit of Detection),290608,Remote Learning Ended
2021-06-13,06/14/2021,Bowery Bay,BB,443.0,154064.56,Concentration below Method Limit of Quantification (above Method Limit of Detection),924695,Remote Learning Ended
2021-06-13,06/14/2021,Coney Island,CI,1265.0,512222.01,,682342,Remote Learning Ended
2021-06-13,06/14/2021,Hunts Point,HP,931.0,498876.24,,755948,Remote Learning Ended
2021-06-13,06/14/2021,Jamaica Bay,JA,653.0,250799.65,,748737,Remote Learning Ended
2021-06-13,06/14/2021,Newtown Creek,NC,282.0,152073.65,Concentration below Method Limit of Quantification (above Method Limit of Detection) - This sample was analyzed in duplicate. The higher of the 2 results is reported,1156473,Remote Learning Ended
2021-06-13,06/14/2021,North River,NR,1609.0,823081.2,,658596,Remote Learning Ended
2021-06-13,06/14/2021,Oakwood Beach,OB,4291.0,1695102.64,,258731,Remote Learning Ended
2021-06-13,06/14/2021,Owls Head,OH,11604.0,3925177.22,,906442,Remote Learning Ended
2021-06-13,06/14/2021,Port Richmond,PR,1962.0,886684.06,,226167,Remote Learning Ended
2021-06-13,06/14/2021,Red Hook,RH,1447.0,660176.91,,224029,Remote Learning Ended
2021-06-13,06/14/2021,Rockaway,RK,850.0,587087.88,,120539,Remote Learning Ended
2021-06-13,06/14/2021,Tallman Island,TI,503.0,224200.64,Concentration below Method Limit of Quantification (above Method Limit of Detection),449907,Remote Learning Ended
2021-06-13,06/14/2021,Wards Island,WI,1297.0,723276.59,,1201485,Remote Learning Ended
2021-06-15,06/16/2021,26th Ward,26W,334.0,200381.01,Concentration below Method Limit of Quantification (above Method Limit of Detection),290608,Remote Learning Ended
2021-06-15,06/16/2021,Bowery Bay,BB,964.0,339520.98,,924695,Remote Learning Ended
2021-06-15,06/16/2021,Coney Island,CI,582.0,252048.99,Concentration below Method Limit of Quantification (above Method Limit of Detection),682342,Remote Learning Ended
2021-06-15,06/16/2021,Hunts Point,HP,642.0,369873.7,,755948,Remote Learning Ended
2021-06-15,06/16/2021,Jamaica Bay,JA,262.0,99222.55,Concentration below Method Limit of Quantification (above Method Limit of Detection),748737,Remote Learning Ended
2021-06-15,06/16/2021,Newtown Creek,NC,181.0,103514.05,Concentration below Method Limit of Quantification (above Method Limit of Detection),1156473,Remote Learning Ended
2021-06-15,06/16/2021,North River,NR,975.0,532595.12,,658596,Remote Learning Ended
2021-06-15,06/16/2021,Oakwood Beach,OB,3554.0,1404124.88,This sample was analyzed in duplicate. The higher of the 2 results is reported,258731,Remote Learning Ended
2021-06-15,06/16/2021,Owls Head,OH,7629.0,2931147.51,,906442,Remote Learning Ended
2021-06-15,06/16/2021,Port Richmond,PR,566.0,255563.18,Concentration below Method Limit of Quantification (above Method Limit of Detection),226167,Remote Learning Ended
2021-06-15,06/16/2021,Red Hook,RH,603.0,244616.24,,224029,Remote Learning Ended
2021-06-15,06/16/2021,Rockaway,RK,948.0,625164.12,,120539,Remote Learning Ended
2021-06-15,06/16/2021,Tallman Island,TI,532.0,232844.14,Concentration below Method Limit of Quantification (above Method Limit of Detection),449907,Remote Learning Ended
2021-06-15,06/16/2021,Wards Island,WI,1145.0,620629.74,,1201485,Remote Learning Ended
2021-06-20,06/21/2021,26th Ward,26W,830.0,529845.73,,290608,Remote Learning Ended
2021-06-20,06/21/2021,Bowery Bay,BB,889.0,316446.39,,924695,Remote Learning Ended
2021-06-20,06/21/2021,Coney Island,CI,,,Concentration below Method Limit of Detection,682342,Remote Learning Ended
2021-06-20,06/21/2021,Hunts Point,HP,624.0,412614.59,This sample was analyzed in duplicate. The higher of the 2 results is reported,755948,Remote Learning Ended
2021-06-20,06/21/2021,Jamaica Bay,JA,644.0,241045.67,,748737,Remote Learning Ended
2021-06-20,06/21/2021,Newtown Creek,NC,,,Concentration below Method Limit of Detection,1156473,Remote Learning Ended
2021-06-20,06/21/2021,North River,NR,1224.0,647481.43,,658596,Remote Learning Ended
2021-06-20,06/21/2021,Oakwood Beach,OB,2892.0,1087319.53,,258731,Remote Learning Ended
2021-06-20,06/21/2021,Owls Head,OH,7782.0,2859741.81,,906442,Remote Learning Ended
2021-06-20,06/21/2021,Port Richmond,PR,1029.0,430658.57,,226167,Remote Learning Ended
2021-06-20,06/21/2021,Red Hook,RH,1437.0,510008.5,,224029,Remote Learning Ended
2021-06-20,06/21/2021,Rockaway,RK,216.0,142526.27,Concentration below Method Limit of Quantification (above Method Limit of Detection),120539,Remote Learning Ended
2021-06-20,06/21/2021,Tallman Island,TI,241.0,97342.66,Concentration below Method Limit of Quantification (above Method Limit of Detection),449907,Remote Learning Ended
2021-06-20,06/21/2021,Wards Island,WI,663.0,418010.96,,1201485,Remote Learning Ended
2021-06-22,06/23/2021,26th Ward,26W,1216.0,823600.88,,290608,Remote Learning Ended
2021-06-22,06/23/2021,Bowery Bay,BB,400.0,184855.58,Concentration below Method Limit of Quantification (above Method Limit of Detection),924695,Remote Learning Ended
2021-06-22,06/23/2021,Coney Island,CI,4250.0,1957165.7,,682342,Remote Learning Ended
2021-06-22,06/23/2021,Hunts Point,HP,907.0,604145.43,,755948,Remote Learning Ended
2021-06-22,06/23/2021,Jamaica Bay,JA,724.0,314663.39,,748737,Remote Learning Ended
2021-06-22,06/23/2021,Newtown Creek,NC,920.0,623649.16,,1156473,Remote Learning Ended
2021-06-22,06/23/2021,North River,NR,482.0,299203.21,Concentration below Method Limit of Quantification (above Method Limit of Detection),658596,Remote Learning Ended
2021-06-22,06/23/2021,Oakwood Beach,OB,2883.0,1130367.76,,258731,Remote Learning Ended
2021-06-22,06/23/2021,Owls Head,OH,7489.0,3158890.97,,906442,Remote Learning Ended
2021-06-22,06/23/2021,Port Richmond,PR,1086.0,508969.55,,226167,Remote Learning Ended
2021-06-22,06/23/2021,Red Hook,RH,289.0,127004.56,Concentration below Method Limit of Quantification (above Method Limit of Detection),224029,Remote Learning Ended
2021-06-22,06/23/2021,Rockaway,RK,,,Concentration below Method Limit of Detection,120539,Remote Learning Ended
2021-06-22,06/23/2021,Tallman Island,TI,597.0,326628.08,This sample was analyzed in duplicate. The higher of the 2 results is reported,449907,Remote Learning Ended
2021-06-22,06/23/2021,Wards Island,WI,1043.0,699944.77,,1201485,Remote Learning Ended
2021-06-27,06/28/2021,26th Ward,26W,670.0,410468.71,,290608,Summer Break_2
2021-06-27,06/28/2021,Bowery Bay,BB,1276.0,459845.16,,924695,Summer Break_2
2021-06-27,06/28/2021,Coney Island,CI,732.0,292291.38,,682342,Summer Break_2
2021-06-27,06/28/2021,Hunts Point,HP,407.0,242608.25,Concentration below Method Limit of Quantification (above Method Limit of Detection),755948,Summer Break_2
2021-06-27,06/28/2021,Jamaica Bay,JA,338.0,141802.58,Concentration below Method Limit of Quantification (above Method Limit of Detection),748737,Summer Break_2
